"Epoch","theta1","theta2","Loss"
1,0.807777978014201,-0.78385558957234,7344.56656894631
2,0.0955906876083811,-0.190503996625349,6945.60094209914
3,-0.0437942255125662,-0.0709273315568252,6929.71491798738
4,-0.0702917146231939,-0.047631292231673,6929.12837750523
5,-0.0753253148879099,-0.0430952582105261,6929.10674582932
6,-0.0762810709250312,-0.0422113549685618,6929.10594740496
7,-0.0764624222983101,-0.0420389701755937,6929.10591791296
8,-0.0764968063079884,-0.0420053212476631,6929.10591682272
9,-0.0765033198864383,-0.0419987471989281,6929.10591678239
10,-0.0765045526355606,-0.0419974616311797,6929.10591678089
11,-0.0765047857034879,-0.041997209998014,6929.10591678084
12,-0.0765048297183411,-0.0419971606963432,6929.10591678083
13,-0.076504838020205,-0.0419971510272529,6929.10591678083
14,-0.0765048385672012,-0.0419971503709474,6929.10591678083
